,serp_cluster,query,Keyword,SERP features,Volume,KD,CPC,Previous traffic,Current traffic,Traffic change,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date
2025,zzz_no_cluster,the league organization,the league organization,"Sitelinks, Local pack, Image pack",30,52,0.0,0.0,0.0,0.0,52.0,20.0,32,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-10-29 23:25:38,2023-02-11 00:55:03
2026,zzz_no_cluster,stupid cyclist,stupid cyclist,"Video preview, People also ask, Image pack, Sitelinks",20,0,0.0,,0.0,,,92.0,New,,,,https://www.bikeleague.org/content/facebook-cyclists-hate-group,,2023-02-04 02:38:51
2027,zzz_no_cluster,national ride your bike to school day,national ride your bike to school day,"Featured snippet, Sitelinks, People also ask, Image pack",40,7,0.0,6.0,3.0,-3.0,3.0,6.0,-3,,https://www.bikeleague.org/content/national-bike-school-day,,https://www.bikeleague.org/content/national-bike-school-day,2022-11-10 15:22:17,2023-01-28 05:00:45
2028,zzz_no_cluster,target bike,target bike,"Sitelinks, Shopping results, Thumbnail, Video preview",2800,1,0.41,,0.0,,,48.0,New,,,,https://www.bikeleague.org/sites/default/files/BFS_Safe_Passing_White_Paper.pdf,,2023-02-10 21:38:34
2029,zzz_no_cluster,andy live at the bike,andy live at the bike,"People also ask, Video preview, Image pack",40,0,,,0.0,,,68.0,New,,,,https://www.bikeleague.org/content/president-andy-clarke-depart-after-12-years,,2023-02-11 09:08:07
2030,zzz_no_cluster,5290 green valley rd rock hill sc 29732,5290 green valley rd rock hill sc 29732,,50,0,,0.0,,,74.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-04 23:32:41,
2031,zzz_no_cluster,amelia riley,amelia riley,,10,0,0.0,0.0,,,81.0,,Lost,,https://www.bikeleague.org/content/staff,,,2022-11-14 06:26:11,
2032,zzz_no_cluster,what day is may 1st on,what day is may 1st on,,70,39,,0.0,,,83.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-10-31 15:31:52,
2033,zzz_no_cluster,start motorcycle club,start motorcycle club,"Featured snippet, People also ask, Sitelinks",20,4,,,0.0,,,47.0,New,,,,https://www.bikeleague.org/legacy/members/club/pdfs/how_to_start_a_bicycle_club_AO.pdf,,2023-01-26 07:45:30
2034,zzz_no_cluster,bike invention,bike invention,"Featured snippet, People also ask, Video preview",150,55,3.26,0.0,0.0,0.0,25.0,45.0,-20,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,2022-10-22 12:23:40,2023-01-31 12:41:39
2035,zzz_no_cluster,how to cycle,how to cycle,"Featured snippet, Video preview, People also ask, Sitelinks",150,39,1.48,0.0,0.0,0.0,49.0,44.0,5,,https://www.bikeleague.org/content/commuting,,https://www.bikeleague.org/content/commuting,2022-10-30 00:32:14,2023-02-09 15:56:47
2036,zzz_no_cluster,anthony vo bloomington indiana,anthony vo bloomington indiana,"Sitelinks, Image pack",90,3,,,0.0,,,62.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,,2023-02-12 19:36:13
2037,zzz_no_cluster,bicycle shops el paso,bicycle shops el paso,"Local teaser, Sitelinks, People also ask, Image pack",50,2,,0.0,0.0,0.0,65.0,49.0,16,,https://www.bikeleague.org/content/guest-post-dont-mess-el-paso-bike-share,,https://www.bikeleague.org/content/guest-post-dont-mess-el-paso-bike-share,2022-11-07 22:40:41,2023-01-23 13:20:17
2038,zzz_no_cluster,iglesia san mateo hillsboro oregon,iglesia san mateo hillsboro oregon,,20,10,,0.0,,,51.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-23 16:43:31,
2039,zzz_no_cluster,ligi tool,ligi tool,,30,0,0.0,0.0,,,92.0,,Lost,,https://www.bikeleague.org/,,,2022-11-14 20:18:33,
2040,zzz_no_cluster,when were bicycles invented,when were bicycles invented,"Featured snippet, People also ask, Sitelinks, Video preview",900,55,0.0,0.0,0.0,0.0,65.0,68.0,-3,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,,https://www.bikeleague.org/content/happy-birthday-jk-starley-inventor-modern-bicycle,2022-11-11 19:37:06,2023-02-08 05:11:34
2041,zzz_no_cluster,indoor cycling training videos,indoor cycling training videos,,40,8,4.37,0.0,,,93.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-10-21 03:00:10,
2042,zzz_no_cluster,phone2action pricing,phone2action pricing,"Sitelinks, Image pack",20,0,,0.0,0.0,0.0,88.0,89.0,-1,,https://www.bikeleague.org/sites/default/files/LAB_bike%20club%20member%20benefits_0.pdf,,https://www.bikeleague.org/sites/default/files/LAB_bike%20club%20member%20benefits_0.pdf,2022-10-30 01:22:27,2023-02-11 08:36:18
2043,zzz_no_cluster,bluemont junction trail,bluemont junction trail,,10,0,0.0,0.0,,,89.0,,Lost,,https://www.bikeleague.org/content/story-behind-bfa-escuela-key-elementary-school,,,2022-10-21 02:56:25,
2044,zzz_no_cluster,kimberly clark wisconsin headquarters,kimberly clark wisconsin headquarters,,20,3,,0.0,,,87.0,,Lost,,https://www.bikeleague.org/content/kimberly-clark-donates-35000-league,,,2022-10-27 06:55:07,
2045,zzz_no_cluster,bicycle accident insurance,bicycle accident insurance,,20,16,13.47,0.0,,,93.0,,Lost,,https://www.bikeleague.org/content/insurance-clubs-and-organizations,,,2022-10-27 06:41:03,
2046,zzz_no_cluster,40 percent of 72,40 percent of 72,"Knowledge card, People also ask, Sitelinks, Image pack, Video preview",40,0,,0.0,0.0,0.0,38.0,77.0,-39,,https://www.bikeleague.org/content/national-household-travel-survey-short-trips-analysis,,https://www.bikeleague.org/content/national-household-travel-survey-short-trips-analysis,2022-11-14 07:19:43,2023-01-31 16:32:08
2047,zzz_no_cluster,gold city 2015,gold city 2015,"People also ask, Knowledge panel, Video preview, Sitelinks",20,8,,0.0,0.0,0.0,97.0,76.0,21,,https://www.bikeleague.org/content/new-platinum-new-gold-bicycle-friendly-communities,,https://www.bikeleague.org/content/new-platinum-new-gold-bicycle-friendly-communities,2022-11-07 17:25:48,2023-01-23 12:55:18
2048,zzz_no_cluster,660 burr oak drive lake zurich,660 burr oak drive lake zurich,,60,0,,0.0,,,83.0,,Lost,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-30 22:45:36,
2049,zzz_no_cluster,2441 carver rd winterset ia,2441 carver rd winterset ia,,60,0,,0.0,,,90.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-07 22:53:36,
2050,zzz_no_cluster,what day is may 16,what day is may 16,,450,8,,0.0,,,37.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-11-08 20:04:57,
2051,zzz_no_cluster,lauren jenkins attorney,lauren jenkins attorney,,20,0,4.96,0.0,,,74.0,,Lost,,https://www.bikeleague.org/content/staff,,,2022-11-10 23:39:45,
2052,zzz_no_cluster,nj rider safety course,nj rider safety course,,20,47,,0.0,,,98.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-10-23 00:58:30,
2053,zzz_no_cluster,we the people curse bike,we the people curse bike,,20,0,0.3,0.0,,,67.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-10-22 21:41:10,
2054,zzz_no_cluster,bicycle rules of the road,bicycle rules of the road,,500,33,1.34,33.0,,,3.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-08 15:48:30,
2055,zzz_no_cluster,bikers club,bikers club,"Sitelinks, People also ask, Knowledge panel, Videos",200,12,0.57,,0.0,,,84.0,New,,,,https://www.bikeleague.org/legacy/members/club/pdfs/how_to_start_a_bicycle_club_AO.pdf,,2023-02-11 08:33:32
2056,zzz_no_cluster,how to cycles,how to cycles,"People also ask, Sitelinks, Video preview, Image pack",200,31,,0.0,0.0,0.0,96.0,74.0,22,,https://www.bikeleague.org/,,https://www.bikeleague.org/content/commuting,2022-11-04 17:24:21,2023-01-21 23:25:55
2057,zzz_no_cluster,road bike etiquette,road bike etiquette,"Featured snippet, People also ask, Videos, Sitelinks",40,5,0.0,0.0,0.0,0.0,23.0,18.0,5,,https://www.bikeleague.org/content/rules-road-0,,https://www.bikeleague.org/content/rules-road-0,2022-11-05 08:43:25,2023-01-22 21:48:49
2058,zzz_no_cluster,talking on a hands-free phone is considered a dangerous driver distraction.,talking on a hands-free phone is considered a dangerous driver distraction.,,30,32,,0.0,,,100.0,,Lost,,https://www.bikeleague.org/sites/default/files/Distracted_Driving_An_Advocates_Guide.pdf,,,2022-10-29 19:45:49,
2059,zzz_no_cluster,k2 lakewood bicycle,k2 lakewood bicycle,,10,0,0.31,0.0,,,20.0,,Lost,,https://www.bikeleague.org/bfa/search/map?bfaq=98405&centroid=0011600001ytdXQAAY,,,2022-10-29 11:34:11,
2060,zzz_no_cluster,safety rules at road,safety rules at road,"Featured snippet, People also ask, Image pack, Videos, Sitelinks",100,50,,,0.0,,,73.0,New,,,,https://www.bikeleague.org/content/rules-road-0,,2023-02-07 23:05:12
2061,zzz_no_cluster,bike shops tulsa ok,bike shops tulsa ok,,80,3,,0.0,,,69.0,,Lost,,https://www.bikeleague.org/bfa/search/map/Oklahoma?bfaq=Oklahoma,,,2022-11-08 02:49:35,
2062,zzz_no_cluster,joyride bikes logan ut,joyride bikes logan ut,,30,0,,0.0,,,37.0,,Lost,,https://www.bikeleague.org/sites/default/files/BFB_Full_List_through_Fall_2019.pdf,,,2022-11-08 06:11:19,
2063,zzz_no_cluster,bryce drummond leesburg fl,bryce drummond leesburg fl,,90,0,,,0.0,,,63.0,New,,,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,2023-02-10 19:36:03
2064,zzz_no_cluster,moab inc manufactures and distributes,moab inc manufactures and distributes,,10,0,,0.0,,,65.0,,Lost,,https://www.bikeleague.org/sites/default/files/March-April2014-FINAL.pdf,,,2022-11-07 16:51:50,
2065,zzz_no_cluster,biking on road rules,biking on road rules,,600,48,,65.0,,,3.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-13 22:35:19,
2066,zzz_no_cluster,thefivee,thefivee,"Sitelinks, Knowledge panel, Image pack, Video preview",50,0,,1.0,0.0,-1.0,11.0,34.0,-23,,https://www.bikeleague.org/5-Es,,https://www.bikeleague.org/5-Es,2022-10-22 20:31:48,2023-01-31 16:25:09
2067,zzz_no_cluster,the best state in america,the best state in america,"Sitelinks, People also ask, Image pack",60,55,0.04,,0.0,,,89.0,New,,,,https://www.bikeleague.org/content/state-report-cards,,2023-02-04 15:21:51
2068,zzz_no_cluster,may 20th day in history,may 20th day in history,,60,7,,0.0,,,82.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-11-02 19:39:30,
2069,zzz_no_cluster,hometown market oxford ks,hometown market oxford ks,"Sitelinks, Knowledge panel",50,0,,,0.0,,,72.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,,2023-01-29 16:08:15
2070,zzz_no_cluster,www lague,www lague,"People also ask, Sitelinks, Image pack",70,85,1.79,,1.0,,,14.0,New,,,,https://www.bikeleague.org/,,2023-01-30 04:30:02
2071,zzz_no_cluster,georgia electric bike laws,georgia electric bike laws,,50,4,,0.0,,,76.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-12 01:49:35,
2072,zzz_no_cluster,most bike friendly cities in the us 2015,most bike friendly cities in the us 2015,"People also ask, Sitelinks, Image pack",20,13,,0.0,1.0,1.0,13.0,8.0,5,,https://www.bikeleague.org/content/new-platinum-new-gold-bicycle-friendly-communities,,https://www.bikeleague.org/content/new-platinum-new-gold-bicycle-friendly-communities,2022-11-06 02:13:55,2023-01-23 19:47:16
2073,zzz_no_cluster,387 briarcliffe rd teaneck nj,387 briarcliffe rd teaneck nj,,20,0,,,0.0,,,57.0,New,,,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,2023-01-22 07:30:44
2074,zzz_no_cluster,laura lu dy wheal,laura lu dy wheal,"Image pack, Sitelinks",90,0,,,0.0,,,21.0,New,,,,https://www.bikeleague.org/sites/default/files/March-April2013-forweb.pdf,,2023-02-07 20:10:50
2075,zzz_no_cluster,landrys bikes,landrys bikes,,10,3,0.17,0.0,,,49.0,,Lost,,https://www.bikeleague.org/content/staff,,,2022-11-12 01:03:08,
2076,zzz_no_cluster,smart cycle instruction manual,smart cycle instruction manual,"Sitelinks, People also ask, Image pack",20,2,0.0,0.0,0.0,0.0,35.0,40.0,-5,,https://www.bikeleague.org/content/find-take-class,,https://www.bikeleague.org/content/find-take-class,2022-11-10 01:42:37,2023-01-27 12:48:03
2077,zzz_no_cluster,ord league,ord league,"Sitelinks, People also ask, Image pack",100,0,,0.0,0.0,0.0,89.0,98.0,-9,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-10-28 18:28:01,2023-02-08 10:24:03
2078,zzz_no_cluster,<image1.jpg>,<image1.jpg>,,40,0,,0.0,,,47.0,,Lost,,https://www.bikeleague.org/file/792,,,2022-11-07 05:20:41,
2079,zzz_no_cluster,seattle city light staff directory,seattle city light staff directory,,20,0,0.0,0.0,,,87.0,,Lost,,https://www.bikeleague.org/content/staff,,,2022-11-11 18:54:59,
2080,zzz_no_cluster,1005 breckenridge ln shorewood il,1005 breckenridge ln shorewood il,,60,0,,0.0,,,39.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-10-23 09:36:11,
2081,zzz_no_cluster,clark mcleod,clark mcleod,"Thumbnail, Image pack, Sitelinks",80,0,0.0,,0.0,,,75.0,New,,,,https://www.bikeleague.org/content/staff,,2023-02-03 13:38:04
2082,zzz_no_cluster,are bicycles with motors legal,are bicycles with motors legal,,10,13,,0.0,,,33.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-10 22:43:31,
2083,zzz_no_cluster,27 eastwoods circle doylestown pa,27 eastwoods circle doylestown pa,,50,0,,0.0,,,53.0,,Lost,,http://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-02 10:06:56,
2084,zzz_no_cluster,bike sites,bike sites,"Sitelinks, Image pack",150,88,0.85,,0.0,,,100.0,New,,,,https://www.bikeleague.org/,,2023-02-08 18:36:34
2085,zzz_no_cluster,california vehicle code riding bicycle in crosswalk,california vehicle code riding bicycle in crosswalk,,20,9,,0.0,,,64.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-10 21:47:25,
2086,zzz_no_cluster,bicycle place silver spring,bicycle place silver spring,"Sitelinks, Knowledge panel, Image pack",30,0,2.47,,0.0,,,51.0,New,,,,https://www.bikeleague.org/content/women-owned-bicycle-friendly-businesses,,2023-02-11 06:46:32
2087,zzz_no_cluster,work bike,work bike,"Sitelinks, People also ask, Shopping results, Thumbnail, Image pack, Video preview",2000,52,1.36,,0.0,,,40.0,New,,,,https://www.bikeleague.org/content/bicycle-commuter-benefit,,2023-02-13 16:56:32
2088,zzz_no_cluster,106 goldenrod montgomery city mo,106 goldenrod montgomery city mo,,60,0,,0.0,,,59.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-01 13:44:07,
2089,zzz_no_cluster,pre tax commuter benefits 2018,pre tax commuter benefits 2018,"People also ask, Sitelinks, Image pack",90,12,,,0.0,,,58.0,New,,,,https://www.bikeleague.org/content/bicycle-commuter-benefit,,2023-01-21 23:07:10
2090,zzz_no_cluster,biking to work,biking to work,"People also ask, Knowledge panel, Sitelinks",1500,38,,,0.0,,,32.0,New,,,,https://www.bikeleague.org/content/bicycle-commuter-benefit,,2023-02-11 18:29:10
2091,zzz_no_cluster,381 fairwoods drive collierville tn,381 fairwoods drive collierville tn,"Image pack, Sitelinks",50,0,,0.0,0.0,0.0,17.0,83.0,-66,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,2022-10-30 21:17:22,2023-02-10 14:01:50
2092,zzz_no_cluster,why am i not president of my motorcycle club,why am i not president of my motorcycle club,,20,1,,0.0,,,43.0,,Lost,,http://www.bikeleague.org/legacy/members/club/resource_docs/Incorporation%20and%20Tax%20Exempt%20Status%20for%20Bike%20Clubs%20and%20Advocacy%20Organizations.pdf,,,2022-11-12 13:06:50,
2093,zzz_no_cluster,business gold,business gold,"Adwords top, Adwords sitelink, Sitelinks, People also ask, Image pack, Videos",100,39,5.78,0.0,0.0,0.0,63.0,79.0,-16,,https://www.bikeleague.org/business,,https://www.bikeleague.org/business,2022-10-29 04:00:12,2023-02-09 23:58:18
2094,zzz_no_cluster,bicycles tempe az,bicycles tempe az,"Local teaser, Sitelinks, Image pack",20,4,0.28,,0.0,,,42.0,New,,,,https://www.bikeleague.org/sites/default/files/bfareportcards/BFC_Fall_2015_ReportCard_Tempe_AZ.pdf,,2023-02-11 23:50:19
2095,zzz_no_cluster,614 chapala street santa barbara,614 chapala street santa barbara,,30,0,,0.0,,,85.0,,Lost,,https://www.bikeleague.org/bfa/search/map?bfaq=93101&centroid=0011600001ovJOHAA2,,,2022-11-02 04:38:35,
2096,zzz_no_cluster,bike town gainesville ga,bike town gainesville ga,,30,0,0.0,0.0,,,58.0,,Lost,,https://www.bikeleague.org/community,,,2022-11-02 12:18:15,
2097,zzz_no_cluster,traffic 101 east,traffic 101 east,"Sitelinks, Image pack",20,55,,,0.0,,,80.0,New,,,,https://www.bikeleague.org/content/find-take-class,,2023-01-30 19:06:21
2098,zzz_no_cluster,dr finnegan longmont clinic,dr finnegan longmont clinic,,20,0,,0.0,,,78.0,,Lost,,https://www.bikeleague.org/sites/default/files/BFA2012final-forweb-aug2013.pdf,,,2022-11-05 15:02:12,
2099,zzz_no_cluster,rand paul amendment,rand paul amendment,,50,2,,0.0,,,53.0,,Lost,,https://www.bikeleague.org/content/senator-pauls-anti-bike-amendment-fails-60-senators-voted-against-it,,,2022-11-08 10:11:09,
2100,zzz_no_cluster,wheelman colorado,wheelman colorado,,40,0,,0.0,,,32.0,,Lost,,https://www.bikeleague.org/,,,2022-11-08 11:40:15,
2101,zzz_no_cluster,ameri league,ameri league,"People also ask, Videos, Sitelinks, Image pack",30,66,0.0,0.0,0.0,0.0,16.0,16.0,,,https://www.bikeleague.org/ridesmart,,https://www.bikeleague.org/ridesmart,2022-11-01 11:22:37,2023-02-14 06:30:08
2102,zzz_no_cluster,learn to ride a bike,learn to ride a bike,"Featured snippet, Video preview, People also ask, Sitelinks, Videos",400,33,1.59,0.0,0.0,0.0,59.0,70.0,-11,,https://www.bikeleague.org/content/find-take-class,,https://www.bikeleague.org/content/find-take-class,2022-10-26 19:02:20,2023-02-05 18:45:49
2103,zzz_no_cluster,bike to work week chicago,bike to work week chicago,,30,1,0.0,2.0,,,5.0,,Lost,,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-11-06 15:57:28,
2104,zzz_no_cluster,blooprint face reveal,blooprint face reveal,,450,0,,1.0,,,24.0,,Lost,,https://www.bikeleague.org/sites/default/files/american_bicyclist_janfeb11.pdf,,,2022-10-31 14:22:34,
2105,zzz_no_cluster,traffic now cincinnati,traffic now cincinnati,,20,25,0.0,0.0,,,69.0,,Lost,,https://www.bikeleague.org/content/find-take-class,,,2022-10-26 12:26:22,
2106,zzz_no_cluster,bicycle tips,bicycle tips,"Featured snippet, People also ask, Videos, Sitelinks",20,47,,1.0,0.0,-1.0,8.0,15.0,-7,,https://www.bikeleague.org/content/smart-cycling-tips-0,,https://www.bikeleague.org/content/smart-cycling-tips-0,2022-11-10 01:23:25,2023-01-29 06:36:04
2107,zzz_no_cluster,the 5 at 5,the 5 at 5,,20,48,,0.0,,,17.0,,Lost,,https://www.bikeleague.org/5-Es,,,2022-10-31 03:46:23,
2108,zzz_no_cluster,cyclist laws,cyclist laws,"Featured snippet, People also ask, Sitelinks, Image pack",100,49,,,1.0,,,3.0,New,,,Sitelinks,https://www.bikeleague.org/bikelaws,,2023-02-07 04:57:55
2109,zzz_no_cluster,23277 lakewood clinton township mi,23277 lakewood clinton township mi,"Image pack, Sitelinks",350,0,,0.0,0.0,0.0,29.0,66.0,-37,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,2022-10-31 15:48:35,2023-02-13 15:22:12
2110,zzz_no_cluster,biking around nyc,biking around nyc,,20,9,2.01,0.0,,,90.0,,Lost,,https://www.bikeleague.org/content/we-bike-nyc-thrives-through-inclusivity,,,2022-11-12 01:16:02,
2111,zzz_no_cluster,outspokin bikes tampa,outspokin bikes tampa,"Sitelinks, Knowledge panel, Image pack",20,1,0.0,0.0,0.0,0.0,42.0,39.0,3,,https://www.bikeleague.org/blog?p=19&page=196,,https://www.bikeleague.org/blog?p=7&page=197,2022-11-13 20:00:17,2023-01-30 00:30:44
2112,zzz_no_cluster,which of the following is not a benefit of cycling,which of the following is not a benefit of cycling,"Sitelinks, People also ask",200,6,0.0,,1.0,,,17.0,New,,,,https://www.bikeleague.org/content/bicycle-commuter-benefit,,2023-01-27 19:17:07
2113,zzz_no_cluster,national bike month,national bike month,,100,44,0.0,1.0,,,2.0,,Lost,Sitelinks,https://www.bikeleague.org/content/bike-month-dates-events-0,,,2022-11-08 12:00:36,
2114,zzz_no_cluster,bike advice,bike advice,"People also ask, Videos, Image pack, Sitelinks",60,22,,,0.0,,,37.0,New,,,,https://www.bikeleague.org/content/commuting,,2023-01-30 13:05:10
2115,zzz_no_cluster,12335 bexley drive houston tx,12335 bexley drive houston tx,"Thumbnail, Sitelinks",150,0,,0.0,0.0,0.0,20.0,29.0,-9,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,2022-11-05 10:49:40,2023-01-22 15:41:49
2116,zzz_no_cluster,yoga alliance.org,yoga alliance.org,,20,18,,0.0,,,62.0,,Lost,,https://www.bikeleague.org/content/staff,,,2022-11-14 02:52:53,
2117,zzz_no_cluster,goleta bike shop,goleta bike shop,,40,6,,0.0,,,61.0,,Lost,,https://www.bikeleague.org/bfa/search/map?bfaq=93117&centroid=0011600001nI2fKAAS,,,2022-10-27 18:24:04,
2118,zzz_no_cluster,local 1333,local 1333,"Sitelinks, Local pack, Image pack",50,0,,,0.0,,,74.0,New,,,,https://www.bikeleague.org/content/staff,,2023-01-25 13:26:07
2119,zzz_no_cluster,ligas de houston,ligas de houston,"Sitelinks, Video preview",200,14,0.0,,0.0,,,83.0,New,,,,https://www.bikeleague.org/,,2023-01-28 01:41:08
2120,zzz_no_cluster,mwague,mwague,"Adwords top, Sitelinks, People also ask, Knowledge panel, Top stories, Thumbnail",60,92,,0.0,0.0,0.0,15.0,17.0,-2,,https://www.bikeleague.org/,,https://www.bikeleague.org/,2022-11-01 18:30:20,2023-02-14 04:05:45
2121,zzz_no_cluster,104 woodbine wilmette,104 woodbine wilmette,,30,0,,0.0,,,75.0,,Lost,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-02 11:44:46,
2122,zzz_no_cluster,action cycle alliance oh,action cycle alliance oh,,30,0,,0.0,,,48.0,,Lost,,https://www.bikeleague.org/,,,2022-10-29 05:12:55,
2123,zzz_no_cluster,554 crooked creek buda tx,554 crooked creek buda tx,,70,0,,0.0,,,33.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-01 16:28:08,
2124,zzz_no_cluster,auto & cycle haus,auto & cycle haus,,20,0,0.0,0.0,,,24.0,,Lost,,https://www.bikeleague.org/StateBikeLaws,,,2022-11-10 21:13:59,
2125,zzz_no_cluster,obama signs highway bill,obama signs highway bill,"Featured snippet, Thumbnail, Sitelinks, Image pack",30,1,,,0.0,,,92.0,New,,,,https://www.bikeleague.org/content/president-obama-signs-7-month-extension-surface-transportation-law,,2023-02-02 14:12:39
2126,zzz_no_cluster,12137 lockhart lane raleigh nc,12137 lockhart lane raleigh nc,Sitelinks,30,0,,,0.0,,,45.0,New,,,,https://www.bikeleague.org/legacy/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,2023-02-10 04:36:46
2127,zzz_no_cluster,tampa naked bike ride,tampa naked bike ride,,90,0,,0.0,,,48.0,,Lost,,https://www.bikeleague.org/sites/default/files/ab_nov_dec_2012.pdf,,,2022-11-02 04:22:33,
2128,zzz_no_cluster,cycle shop marion indiana,cycle shop marion indiana,"Sitelinks, Knowledge panel, Image pack",10,0,0.0,,0.0,,,45.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclists_jan_feb10.pdf,,2023-01-21 08:26:19
2129,zzz_no_cluster,drive a bike,drive a bike,,80,31,0.0,2.0,,,10.0,,Lost,,https://www.bikeleague.org/content/five-great-reasons-drive-less-bike-more,,,2022-11-08 18:16:10,
2130,zzz_no_cluster,climateride,climateride,,30,0,,0.0,,,18.0,,Lost,,https://www.bikeleague.org/content/climate-ride-saving-planet-bike-trip-your-dreams,,,2022-11-03 06:31:34,
2131,zzz_no_cluster,culligan cedar rapids,culligan cedar rapids,"Sitelinks, Knowledge panel, Image pack",30,0,6.93,0.0,0.0,0.0,46.0,49.0,-3,,https://www.bikeleague.org/bfa/search/map?bfaq=52402&centroid=0011600001ou47mAAA,,https://www.bikeleague.org/bfa/search/map?bfaq=52402&centroid=0011600001ou47mAAA,2022-10-27 23:40:44,2023-02-07 18:41:03
2132,zzz_no_cluster,vbt new zealand,vbt new zealand,"Thumbnail, Image pack, Sitelinks",20,0,5.46,,0.0,,,77.0,New,,,,https://www.bikeleague.org/sites/default/files/american_bicyclist_novdec10.pdf,,2023-02-11 01:01:24
2133,zzz_no_cluster,co242 denial code,co242 denial code,,10,28,,0.0,,,67.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/pdfs/nchrp_liability_aspects_of_bikeways.pdf,,,2022-10-30 16:55:10,
2134,zzz_no_cluster,123 rosehill drive bellefonte pa,123 rosehill drive bellefonte pa,,60,0,,0.0,,,67.0,,Lost,,https://www.bikeleague.org/sites/default/files/bikeleague/bikeleague.org/programs/bicyclefriendlyamerica/communities/censusdata.pdf,,,2022-11-06 12:27:49,
2135,zzz_no_cluster,history of cycling,history of cycling,"Featured snippet, People also ask, Knowledge panel, Sitelinks",150,28,0.21,0.0,0.0,0.0,34.0,47.0,-13,,https://www.bikeleague.org/content/mission-and-history,,https://www.bikeleague.org/content/mission-and-history,2022-10-22 11:56:15,2023-02-01 09:22:03
2136,zzz_no_cluster,3 miles on a bike,3 miles on a bike,,50,1,,0.0,,,32.0,,Lost,,https://www.bikeleague.org/content/national-household-travel-survey-short-trips-analysis,,,2022-10-29 07:23:39,
